member_id,region,num_profiles,num_kids,device_mix,num_devices,view_hours_30d,titles_started,titles_completed,titles_abandoned,completion_rate,active_days_30d,thumbs_up,my_list_saves,kids_content_hours,tenure_months,churned
M000292,North America,1,2,multi_device,4,51.4,7,3,4,0.429,6,4,3,1.9,26,0
M000293,Latin America,2,1,web_only,1,15.2,6,3,3,0.5,7,2,4,13.3,21,0
M000294,North America,3,1,tv_only,1,9.9,13,11,2,0.846,10,7,4,0.7,37,0
M000295,North America,3,0,multi_device,3,14.6,5,3,2,0.6,27,7,2,0.1,107,0
M000296,Europe,1,2,multi_device,4,17.8,13,10,3,0.769,3,5,9,25.2,120,0
M000297,Latin America,4,2,web_only,1,50.2,15,9,6,0.6,13,5,9,17.3,32,0
M000298,North America,1,0,mobile_only,1,48.7,15,12,3,0.8,10,5,4,0.0,51,0
M000299,Europe,1,1,multi_device,3,26.3,16,8,8,0.5,14,3,7,14.5,20,0
M000300,North America,2,0,tv_only,1,5.2,13,7,6,0.538,12,7,4,1.4,22,0
M000301,North America,1,3,mobile_only,1,15.8,12,6,6,0.5,12,5,4,18.7,22,1
M000302,Europe,1,0,multi_device,4,72.3,12,7,5,0.583,24,3,3,0.0,33,0
M000303,Europe,5,0,web_only,1,43.2,15,8,7,0.533,3,3,8,0.0,65,0
M000304,Europe,2,0,multi_device,2,4.9,10,1,9,0.1,29,10,8,0.9,17,1
M000305,Latin America,1,1,multi_device,3,3.1,13,3,10,0.231,6,5,9,8.6,59,0
M000306,Asia Pacific,1,0,multi_device,3,42.0,16,10,6,0.625,14,3,3,13.3,43,0
M000307,Europe,3,1,web_only,1,57.2,9,7,2,0.778,11,4,5,6.0,40,0
M000308,North America,4,2,tv_only,1,12.0,12,8,4,0.667,2,8,5,13.2,3,1
M000309,Latin America,2,2,tv_only,1,15.3,7,5,2,0.714,25,3,11,7.7,16,1
M000310,North America,1,0,multi_device,2,47.7,12,9,3,0.75,23,5,9,1.0,27,0
M000311,Europe,1,3,web_only,1,21.0,7,3,4,0.429,8,0,7,28.1,11,0
M000312,North America,1,1,mobile_only,1,22.9,16,10,6,0.625,11,2,11,6.8,71,0
M000313,North America,1,0,mobile_only,1,22.2,13,7,6,0.538,12,8,5,2.1,114,0
M000314,Asia Pacific,2,0,web_only,1,28.1,15,7,8,0.467,27,6,5,5.9,48,0
M000315,Latin America,1,0,web_only,1,31.9,7,3,4,0.429,18,3,8,0.1,54,0
M000316,Latin America,2,2,multi_device,2,76.0,15,3,12,0.2,26,1,9,15.9,30,0
M000317,Europe,2,0,web_only,1,19.8,9,3,6,0.333,4,4,7,0.4,53,0
M000318,North America,4,0,mobile_only,1,22.9,15,14,1,0.933,30,2,6,1.2,65,0
M000319,North America,4,1,web_only,1,11.1,17,11,6,0.647,24,5,3,12.3,61,0
M000320,North America,3,1,multi_device,3,27.9,7,1,6,0.143,28,4,8,4.6,6,0
M000321,Europe,2,2,mobile_only,1,49.9,17,6,11,0.353,13,3,9,23.4,37,0
M000322,Latin America,2,1,multi_device,3,15.2,11,5,6,0.455,29,4,6,23.5,24,0
M000323,Europe,2,0,multi_device,3,13.6,14,12,2,0.857,9,4,5,1.3,64,0
M000324,North America,3,2,multi_device,2,47.2,7,3,4,0.429,30,3,8,9.7,46,0
M000325,Asia Pacific,2,0,mobile_only,1,31.8,12,8,4,0.667,14,7,3,0.6,91,0
M000326,Latin America,4,1,multi_device,2,13.7,10,5,5,0.5,20,4,5,15.3,32,0
M000327,Europe,4,1,multi_device,2,28.8,11,4,7,0.364,22,4,4,12.7,65,0
M000328,Europe,2,0,multi_device,3,12.7,17,14,3,0.824,5,3,6,0.0,86,0
M000329,Europe,3,3,tv_only,1,20.5,19,5,14,0.263,22,2,6,17.4,120,0
M000330,North America,1,0,multi_device,2,21.8,10,6,4,0.6,12,2,9,1.7,39,1
M000331,North America,1,0,multi_device,4,46.8,10,4,6,0.4,3,5,6,0.6,24,1
M000332,Latin America,2,2,tv_only,1,37.1,17,15,2,0.882,5,2,5,17.6,19,0
M000333,North America,1,1,tv_only,1,48.5,10,4,6,0.4,12,5,7,10.2,26,0
M000334,North America,4,1,multi_device,2,20.2,6,3,3,0.5,28,3,5,10.5,41,0
M000335,North America,1,0,mobile_only,1,34.9,7,4,3,0.571,27,4,12,2.2,85,0
M000336,North America,2,2,multi_device,2,6.7,9,6,3,0.667,23,3,6,13.5,34,0
M000337,Latin America,3,0,mobile_only,1,13.3,12,8,4,0.667,4,5,2,0.8,57,0
M000338,Latin America,3,0,tv_only,1,9.8,10,7,3,0.7,5,1,3,0.0,6,1
M000339,Europe,2,0,multi_device,4,42.5,11,3,8,0.273,6,9,10,0.8,107,0
M000340,North America,4,0,mobile_only,1,68.2,8,4,4,0.5,13,4,8,1.4,38,0
M000341,Europe,3,1,multi_device,2,22.5,8,2,6,0.25,9,2,9,20.9,79,0
M000342,Europe,2,0,multi_device,2,36.6,13,5,8,0.385,9,7,7,0.0,23,0
M000343,North America,1,0,multi_device,3,36.0,12,6,6,0.5,29,3,3,0.2,26,0
M000344,Europe,2,0,multi_device,2,64.2,4,1,3,0.25,25,3,6,0.0,27,0
M000345,North America,4,1,multi_device,3,20.4,19,11,8,0.579,17,7,4,8.4,88,0
M000346,Europe,3,2,tv_only,1,27.4,15,3,12,0.2,19,5,7,6.7,37,0
M000347,Europe,4,0,multi_device,3,13.6,11,6,5,0.545,2,4,6,1.8,116,0
M000348,North America,2,1,tv_only,1,10.5,9,3,6,0.333,22,3,9,33.2,39,0
M000349,North America,1,0,web_only,1,39.6,10,6,4,0.6,15,3,5,0.2,21,1
M000350,Europe,1,1,multi_device,2,15.7,8,7,1,0.875,9,4,6,9.6,68,0
M000351,Europe,2,0,multi_device,3,16.4,8,7,1,0.875,2,7,9,0.1,27,0
M000352,Latin America,3,0,mobile_only,1,34.3,14,10,4,0.714,14,3,3,1.3,9,1
M000353,Europe,3,1,tv_only,1,21.5,14,3,11,0.214,16,4,10,4.3,35,0
M000354,North America,2,2,multi_device,3,40.1,6,1,5,0.167,7,4,7,1.4,41,0
M000355,North America,2,0,tv_only,1,40.6,11,7,4,0.636,17,2,12,0.8,55,0
M000356,Europe,2,1,multi_device,4,29.0,14,8,6,0.571,26,3,5,23.7,120,0
M000357,North America,2,1,multi_device,2,26.9,11,9,2,0.818,14,5,7,4.7,50,0
M000358,Europe,1,2,tv_only,1,67.4,11,5,6,0.455,12,5,2,22.2,3,1
M000359,Asia Pacific,1,0,mobile_only,1,23.6,10,8,2,0.8,10,2,8,0.1,29,0
M000360,Europe,1,0,multi_device,3,41.7,12,5,7,0.417,26,8,10,0.8,113,0
M000361,North America,1,2,web_only,1,12.8,13,6,7,0.462,4,9,9,45.4,66,0
M000362,Europe,1,0,mobile_only,1,26.5,12,9,3,0.75,12,2,4,0.7,11,1
M000363,Europe,1,0,tv_only,1,41.8,12,10,2,0.833,17,4,3,0.0,37,0
M000364,Europe,3,0,tv_only,1,14.1,18,10,8,0.556,1,3,4,0.0,44,0
M000365,Asia Pacific,2,2,mobile_only,1,24.6,15,12,3,0.8,26,4,5,23.0,19,0
M000366,North America,5,0,multi_device,2,26.0,10,3,7,0.3,23,5,6,0.8,57,0
M000367,Asia Pacific,1,2,multi_device,2,14.7,14,11,3,0.786,13,1,6,4.4,94,0
M000368,Asia Pacific,2,0,multi_device,3,16.4,8,2,6,0.25,26,1,5,1.8,6,1
M000369,North America,2,0,multi_device,3,12.5,17,6,11,0.353,5,3,3,0.8,41,0
M000370,North America,1,0,mobile_only,1,4.5,12,5,7,0.417,8,3,9,0.3,5,1
M000371,North America,4,0,web_only,1,13.0,7,3,4,0.429,28,0,3,2.4,17,1
M000372,North America,1,1,multi_device,2,28.9,17,13,4,0.765,2,3,8,20.1,4,1
M000373,North America,4,1,multi_device,2,16.9,15,4,11,0.267,22,2,2,7.8,95,0
M000374,Latin America,4,0,multi_device,4,24.7,12,8,4,0.667,9,7,5,1.4,89,0
M000375,North America,2,0,multi_device,4,27.1,11,9,2,0.818,19,3,7,0.4,83,0
M000376,North America,2,1,multi_device,3,22.2,12,11,1,0.917,22,3,3,34.7,35,0
M000377,Latin America,3,2,mobile_only,1,41.4,19,9,10,0.474,14,6,5,18.0,26,1
M000378,North America,2,1,multi_device,4,81.4,7,6,1,0.857,25,4,7,25.4,33,0
M000379,Latin America,3,2,multi_device,4,13.1,13,8,5,0.615,3,6,7,26.5,25,0
M000380,North America,1,0,multi_device,2,46.7,13,12,1,0.923,21,2,6,0.0,68,0
M000381,North America,1,2,multi_device,2,14.8,10,4,6,0.4,6,3,3,9.3,48,0
M000382,Latin America,2,0,multi_device,3,32.7,11,2,9,0.182,17,2,4,1.3,32,0
M000383,Europe,2,0,web_only,1,9.7,9,3,6,0.333,16,7,5,0.1,64,0
M000384,Asia Pacific,4,2,multi_device,3,31.1,8,1,7,0.125,24,3,6,2.8,63,0
M000385,Latin America,1,3,multi_device,4,19.6,13,5,8,0.385,26,2,5,18.4,13,0
M000386,Latin America,4,1,multi_device,4,19.3,11,5,6,0.455,19,5,8,9.4,52,0
M000387,North America,1,0,multi_device,2,28.8,12,8,4,0.667,16,1,4,7.3,87,0
M000388,North America,2,0,mobile_only,1,12.0,10,3,7,0.3,30,2,10,0.4,39,0
M000389,Latin America,2,0,multi_device,4,11.9,15,2,13,0.133,28,5,3,3.3,76,0
M000390,Latin America,2,2,multi_device,2,20.2,15,8,7,0.533,10,2,8,7.8,45,0
M000391,Asia Pacific,1,0,multi_device,3,46.0,8,5,3,0.625,24,5,6,1.3,48,0
M000392,Europe,2,2,mobile_only,1,20.5,16,9,7,0.562,17,5,9,10.8,4,1
M000393,North America,4,0,multi_device,2,82.4,11,4,7,0.364,20,8,4,1.1,1,1
M000394,Latin America,2,2,tv_only,1,96.8,13,7,6,0.538,16,5,6,11.1,42,0
M000395,North America,2,2,multi_device,3,24.4,13,7,6,0.538,4,5,4,5.8,23,0
M000396,Asia Pacific,4,0,tv_only,1,65.9,11,8,3,0.727,24,2,7,0.0,32,0
M000397,Latin America,3,0,multi_device,3,13.4,12,6,6,0.5,16,3,6,4.5,55,0
M000398,Europe,2,2,tv_only,1,26.4,14,3,11,0.214,20,3,8,10.9,61,0
M000399,Latin America,2,0,mobile_only,1,29.7,14,6,8,0.429,20,5,6,0.0,40,0
M000400,Latin America,4,1,multi_device,3,37.1,14,7,7,0.5,23,2,8,41.9,83,0
M000401,North America,3,1,mobile_only,1,8.4,19,6,13,0.316,26,5,11,8.8,74,0
M000402,Asia Pacific,1,0,multi_device,2,28.4,11,10,1,0.909,29,7,7,0.1,111,0
M000403,Europe,2,2,multi_device,4,54.6,19,8,11,0.421,24,5,5,5.5,101,0
M000404,Latin America,4,0,multi_device,3,4.2,14,7,7,0.5,16,3,8,0.1,62,0
M000405,North America,1,2,tv_only,1,14.0,14,9,5,0.643,22,2,9,3.4,65,0
M000406,Asia Pacific,5,0,multi_device,4,55.3,12,6,6,0.5,20,4,4,3.3,27,0
M000407,North America,1,1,tv_only,1,16.6,15,4,11,0.267,29,6,7,42.6,36,0
M000408,North America,3,0,multi_device,3,27.8,13,5,8,0.385,29,1,6,6.1,54,0
M000409,Asia Pacific,2,0,multi_device,4,33.3,5,2,3,0.4,16,6,5,0.0,74,0
M000410,North America,2,0,mobile_only,1,14.1,10,6,4,0.6,23,4,8,0.8,1,1
M000411,North America,4,1,web_only,1,10.7,13,1,12,0.077,25,6,4,19.8,55,0
M000412,Asia Pacific,2,1,tv_only,1,22.2,13,6,7,0.462,2,6,3,12.1,9,1
M000413,Asia Pacific,2,2,multi_device,4,49.0,13,9,4,0.692,12,8,10,17.2,30,0
M000414,Europe,1,0,web_only,1,28.6,5,3,2,0.6,19,2,9,0.3,94,0
M000415,Europe,1,1,multi_device,4,10.9,13,9,4,0.692,17,8,0,10.5,66,0
M000416,Europe,1,1,multi_device,2,41.9,10,7,3,0.7,7,5,6,24.0,27,0
M000417,North America,3,0,multi_device,3,11.3,15,13,2,0.867,22,3,6,0.3,52,0
M000418,North America,1,0,multi_device,4,32.8,12,7,5,0.583,10,4,4,1.2,45,0
M000419,Europe,1,0,web_only,1,23.0,10,7,3,0.7,24,4,3,0.1,55,0
M000420,Latin America,2,0,multi_device,2,18.7,11,5,6,0.455,18,7,4,0.7,42,0
M000421,Latin America,3,0,multi_device,3,21.4,13,7,6,0.538,5,5,7,1.6,54,0
M000422,Latin America,3,1,multi_device,3,23.4,15,11,4,0.733,1,4,5,24.9,61,0
M000423,North America,1,0,mobile_only,1,24.9,8,5,3,0.625,26,8,11,4.3,28,0
M000424,Europe,1,1,tv_only,1,29.7,11,3,8,0.273,25,6,2,21.4,42,0
M000425,North America,4,2,tv_only,1,45.8,14,11,3,0.786,18,7,4,6.9,120,0
M000426,Europe,2,1,web_only,1,71.3,12,6,6,0.5,13,4,3,23.1,48,0
M000427,Europe,4,1,mobile_only,1,25.5,11,3,8,0.273,7,5,6,19.3,8,1
M000428,Asia Pacific,4,0,web_only,1,42.7,11,8,3,0.727,7,1,7,1.5,38,0
M000429,North America,3,2,multi_device,4,27.5,14,4,10,0.286,14,5,4,15.5,43,0
M000430,North America,1,0,web_only,1,20.5,17,8,9,0.471,12,2,4,1.0,14,0
M000431,North America,4,1,multi_device,3,30.6,15,7,8,0.467,20,4,6,18.2,27,1
M000432,Latin America,3,3,mobile_only,1,8.4,15,6,9,0.4,6,2,5,23.9,44,0
M000433,Europe,3,1,multi_device,3,12.7,12,2,10,0.167,18,1,2,16.0,46,1
M000434,North America,2,1,multi_device,3,10.2,14,9,5,0.643,2,3,6,20.3,18,1
M000435,North America,2,0,multi_device,2,29.5,14,3,11,0.214,9,7,6,0.0,88,0
M000436,Latin America,1,0,multi_device,3,5.2,15,7,8,0.467,29,5,5,4.3,110,0
M000437,North America,2,2,mobile_only,1,9.3,14,10,4,0.714,1,7,3,1.5,61,0
M000438,Latin America,3,0,multi_device,2,6.4,12,6,6,0.5,22,2,5,0.9,75,0
M000439,Latin America,2,1,mobile_only,1,25.8,13,8,5,0.615,1,3,3,25.5,63,0
M000440,North America,2,0,web_only,1,18.5,20,15,5,0.75,11,3,7,1.0,30,0
M000441,North America,2,2,tv_only,1,21.5,18,12,6,0.667,27,6,9,38.4,74,0
M000442,Asia Pacific,3,0,multi_device,4,32.8,14,11,3,0.786,22,5,4,0.6,37,0
M000443,North America,4,0,tv_only,1,24.1,10,5,5,0.5,4,3,2,1.9,22,1
M000444,North America,1,1,multi_device,2,19.9,13,7,6,0.538,21,7,3,3.5,95,0
M000445,Latin America,2,0,tv_only,1,5.1,15,7,8,0.467,29,3,4,0.0,28,0
M000446,Asia Pacific,1,0,multi_device,4,32.8,6,4,2,0.667,20,3,6,2.2,20,0
M000447,Asia Pacific,3,0,multi_device,3,4.7,11,9,2,0.818,5,2,4,1.0,62,0
M000448,Latin America,3,0,tv_only,1,28.7,11,6,5,0.545,19,5,6,0.1,76,0
M000449,North America,4,0,tv_only,1,123.8,8,4,4,0.5,27,9,4,3.2,84,0
M000450,North America,2,0,multi_device,2,36.4,8,4,4,0.5,11,3,8,0.3,44,0
M000451,Latin America,5,1,tv_only,1,15.8,14,5,9,0.357,22,5,9,9.0,55,0
M000452,Europe,1,0,multi_device,3,44.7,11,5,6,0.455,1,3,8,0.0,31,0
M000453,Europe,3,3,multi_device,2,78.3,13,5,8,0.385,18,4,7,1.9,53,0
M000454,Asia Pacific,1,0,tv_only,1,49.3,11,4,7,0.364,22,5,8,0.0,46,0
M000455,North America,4,0,tv_only,1,59.3,6,2,4,0.333,12,2,6,4.7,66,0
M000456,Europe,2,0,web_only,1,13.3,11,3,8,0.273,9,7,10,0.5,56,0
M000457,North America,3,2,tv_only,1,18.8,6,3,3,0.5,5,3,6,15.5,5,1
M000458,Europe,4,0,tv_only,1,39.8,13,6,7,0.462,14,5,12,0.0,73,0
M000459,North America,1,1,mobile_only,1,23.7,24,8,16,0.333,18,2,5,12.1,23,1
M000460,North America,1,0,tv_only,1,12.5,11,5,6,0.455,21,1,6,1.3,45,0
M000461,North America,4,0,tv_only,1,36.8,14,13,1,0.929,6,1,4,0.4,70,0
M000462,Europe,2,2,multi_device,3,39.8,11,7,4,0.636,28,5,7,5.6,31,0
M000463,Latin America,1,0,multi_device,3,20.5,6,2,4,0.333,2,5,6,1.0,63,0
M000464,Europe,2,0,multi_device,3,11.1,17,10,7,0.588,15,5,7,0.2,32,0
M000465,Asia Pacific,3,2,mobile_only,1,18.2,15,10,5,0.667,14,2,7,33.7,20,1
M000466,North America,1,1,mobile_only,1,19.2,10,5,5,0.5,11,1,3,2.5,119,0
M000467,North America,2,2,multi_device,2,27.6,12,7,5,0.583,11,2,5,17.9,53,0
M000468,Asia Pacific,1,1,multi_device,3,9.6,10,9,1,0.9,26,3,3,15.3,25,0
M000469,North America,2,1,tv_only,1,22.5,9,5,4,0.556,27,6,3,15.2,46,0
M000470,Asia Pacific,4,2,web_only,1,17.2,7,5,2,0.714,11,3,5,14.5,49,0
M000471,North America,5,0,multi_device,2,37.0,9,5,4,0.556,23,4,8,0.1,75,0
M000472,Asia Pacific,3,2,multi_device,2,160.9,4,1,3,0.25,24,6,7,10.3,65,0
M000473,North America,1,1,mobile_only,1,28.6,9,5,4,0.556,8,4,4,19.0,120,0
M000474,Asia Pacific,4,0,multi_device,3,24.4,13,6,7,0.462,22,3,7,1.4,38,0
M000475,Europe,2,0,multi_device,3,32.4,8,6,2,0.75,14,7,6,0.4,62,0
M000476,Asia Pacific,1,0,multi_device,2,40.5,12,8,4,0.667,27,5,10,1.9,82,0
M000477,North America,4,1,multi_device,3,2.1,14,10,4,0.714,20,5,6,4.9,30,0
M000478,Europe,3,0,tv_only,1,24.3,13,5,8,0.385,2,5,5,0.0,4,1
M000479,Asia Pacific,3,3,multi_device,2,43.5,10,4,6,0.4,26,5,7,15.1,34,0
M000480,Europe,3,0,multi_device,3,6.9,15,7,8,0.467,1,2,2,0.9,79,0
M000481,Europe,1,1,multi_device,4,28.4,7,2,5,0.286,13,1,10,12.7,120,0
M000482,Latin America,1,0,multi_device,2,46.2,10,7,3,0.7,24,4,5,0.7,28,0
M000483,Europe,3,1,multi_device,3,76.7,12,6,6,0.5,21,6,6,16.9,73,0
M000484,Europe,1,1,mobile_only,1,30.4,7,3,4,0.429,9,4,9,16.4,12,1
M000485,Europe,2,1,mobile_only,1,36.9,11,7,4,0.636,29,4,8,3.5,37,0
M000486,Asia Pacific,3,2,multi_device,2,34.5,16,11,5,0.688,11,3,5,13.6,69,0
M000487,North America,3,2,tv_only,1,8.4,19,16,3,0.842,8,4,6,13.9,52,0
M000488,North America,2,0,mobile_only,1,94.9,16,7,9,0.438,30,4,4,0.5,19,0
M000489,Asia Pacific,3,0,web_only,1,32.1,17,13,4,0.765,15,2,3,0.0,22,0
M000490,Asia Pacific,4,1,multi_device,3,21.9,13,5,8,0.385,18,5,2,10.0,110,0
M000491,Europe,3,0,mobile_only,1,55.3,11,3,8,0.273,25,5,3,0.2,85,0
M000492,Europe,1,0,multi_device,2,14.9,9,8,1,0.889,15,5,5,1.4,32,0
M000493,North America,2,1,mobile_only,1,35.0,13,6,7,0.462,28,4,9,7.2,36,0
M000494,North America,2,0,mobile_only,1,20.5,12,8,4,0.667,11,3,5,0.0,65,0
M000495,Europe,1,0,tv_only,1,14.5,15,5,10,0.333,20,4,8,0.8,9,1
M000496,North America,2,2,mobile_only,1,25.9,14,6,8,0.429,16,4,4,5.6,42,0
M000497,Europe,1,0,multi_device,4,28.5,7,3,4,0.429,19,1,5,2.6,68,0
M000498,North America,2,0,multi_device,3,23.8,6,2,4,0.333,14,3,4,0.1,99,0
M000499,Asia Pacific,4,0,multi_device,4,100.7,13,8,5,0.615,9,2,4,8.4,13,1
M000500,Asia Pacific,1,2,tv_only,1,28.3,13,7,6,0.538,18,5,11,15.7,68,0
M000501,Latin America,3,3,multi_device,3,19.9,11,4,7,0.364,12,14,3,15.7,87,0
M000502,Europe,3,1,tv_only,1,27.8,5,1,4,0.2,22,4,11,6.5,49,0
M000503,North America,1,0,tv_only,1,40.1,13,5,8,0.385,15,3,4,0.6,83,0
M000504,Latin America,4,2,web_only,1,33.6,11,4,7,0.364,10,1,4,8.1,40,0
M000505,Latin America,3,1,multi_device,3,65.7,12,8,4,0.667,23,3,8,7.0,27,0
M000506,North America,2,2,mobile_only,1,30.5,12,4,8,0.333,24,2,9,1.9,99,0
M000507,Asia Pacific,3,1,tv_only,1,3.7,14,8,6,0.571,19,3,7,14.1,42,0
M000508,Latin America,2,0,multi_device,2,28.5,8,4,4,0.5,10,6,5,0.3,41,0
M000509,Asia Pacific,3,0,web_only,1,28.7,13,6,7,0.462,18,5,9,0.0,16,1
M000510,Latin America,1,0,multi_device,4,47.6,10,3,7,0.3,15,2,5,0.8,60,0
M000511,Europe,4,0,multi_device,3,5.0,23,6,17,0.261,30,2,4,4.0,69,0
M000512,Europe,2,2,multi_device,4,36.0,8,4,4,0.5,15,4,3,7.1,38,0
M000513,Asia Pacific,3,2,tv_only,1,43.4,12,4,8,0.333,18,3,8,34.2,54,0
M000514,Asia Pacific,1,1,multi_device,3,28.9,11,4,7,0.364,2,4,3,24.6,50,0
M000515,North America,3,0,mobile_only,1,41.1,8,6,2,0.75,10,4,6,3.4,18,1
M000516,North America,3,0,tv_only,1,12.8,10,2,8,0.2,7,2,12,0.6,18,1
M000517,North America,2,0,multi_device,2,45.1,19,2,17,0.105,13,3,3,0.0,13,1
M000518,Latin America,3,0,web_only,1,11.2,8,5,3,0.625,10,7,3,0.0,56,0
M000519,Asia Pacific,2,0,tv_only,1,16.6,11,7,4,0.636,20,4,7,0.9,14,0
M000520,North America,4,1,multi_device,2,38.7,15,13,2,0.867,23,4,6,25.1,98,0
M000521,Europe,2,0,multi_device,3,81.9,17,11,6,0.647,13,3,6,0.1,96,0
M000522,North America,4,3,mobile_only,1,73.0,8,3,5,0.375,22,3,6,36.3,20,1
M000523,Asia Pacific,4,0,tv_only,1,32.3,14,9,5,0.643,28,5,5,1.9,45,0
M000524,Latin America,2,2,tv_only,1,7.1,15,9,6,0.6,27,7,7,12.4,48,0
M000525,Latin America,1,0,tv_only,1,17.1,13,4,9,0.308,20,5,5,0.5,56,0
M000526,Europe,2,0,multi_device,4,20.9,12,8,4,0.667,5,2,8,3.3,60,0
M000527,Europe,4,2,multi_device,2,2.5,10,8,2,0.8,11,8,2,16.2,16,0
M000528,North America,1,1,multi_device,4,11.0,14,5,9,0.357,8,2,3,15.5,36,0
M000529,North America,2,0,mobile_only,1,45.9,9,4,5,0.444,6,5,2,1.2,21,0
M000530,Asia Pacific,4,0,mobile_only,1,70.1,10,6,4,0.6,3,3,8,0.6,19,1
M000531,Latin America,2,0,tv_only,1,50.6,13,4,9,0.308,10,4,3,0.5,4,1
M000532,Asia Pacific,3,1,tv_only,1,17.9,12,6,6,0.5,8,1,5,16.3,37,0
M000533,Asia Pacific,1,2,mobile_only,1,39.9,6,5,1,0.833,23,2,8,18.0,25,0
M000534,Europe,1,0,web_only,1,25.4,13,6,7,0.462,20,4,6,0.5,27,0
M000535,Latin America,3,0,mobile_only,1,11.0,14,6,8,0.429,18,8,9,3.7,79,0
M000536,Asia Pacific,1,2,multi_device,2,31.3,10,4,6,0.4,2,3,5,5.1,12,1
M000537,Latin America,2,0,multi_device,3,37.6,14,11,3,0.786,18,4,10,0.0,66,0
M000538,North America,4,1,multi_device,2,12.8,14,2,12,0.143,2,5,6,17.4,98,0
M000539,Europe,2,0,mobile_only,1,8.5,18,10,8,0.556,13,4,3,0.0,31,0
M000540,North America,5,1,multi_device,3,18.1,15,8,7,0.533,24,6,8,20.2,69,0
M000541,Asia Pacific,5,0,multi_device,3,55.5,10,4,6,0.4,14,2,2,0.1,73,0
M000542,Europe,2,0,tv_only,1,42.1,13,11,2,0.846,28,2,10,0.1,120,0
M000543,North America,1,0,multi_device,2,19.1,13,10,3,0.769,21,3,5,2.4,38,0
M000544,Europe,3,1,multi_device,2,13.6,9,5,4,0.556,30,5,6,2.0,88,0
M000545,Europe,2,1,multi_device,3,25.2,12,5,7,0.417,13,5,3,10.9,30,0
M000546,North America,1,1,tv_only,1,10.5,12,4,8,0.333,15,5,11,22.6,65,0
M000547,North America,3,1,web_only,1,29.1,13,6,7,0.462,27,3,3,16.3,26,0
M000548,Europe,1,0,web_only,1,22.7,10,7,3,0.7,26,6,8,1.3,36,0
M000549,Europe,4,0,web_only,1,2.3,11,10,1,0.909,12,3,9,0.1,34,0
M000550,Latin America,1,2,multi_device,3,19.8,12,6,6,0.5,12,2,3,18.0,87,0
M000551,Europe,1,0,multi_device,3,2.7,7,2,5,0.286,12,4,4,0.8,43,0
M000552,Latin America,1,0,tv_only,1,30.4,8,2,6,0.25,23,1,7,0.6,14,1
M000553,Europe,5,0,multi_device,4,9.8,12,10,2,0.833,12,3,2,5.9,39,0
M000554,Europe,3,0,multi_device,2,6.1,8,3,5,0.375,23,7,3,0.1,14,0
M000555,Asia Pacific,4,0,mobile_only,1,21.4,21,18,3,0.857,18,6,5,0.3,72,0
M000556,Europe,2,2,tv_only,1,20.0,14,3,11,0.214,24,4,5,3.3,34,0
M000557,North America,2,2,multi_device,3,31.1,10,6,4,0.6,15,4,7,12.6,87,0
M000558,North America,1,2,multi_device,2,10.2,6,4,2,0.667,27,5,6,12.6,110,0
M000559,Latin America,2,2,tv_only,1,59.6,12,3,9,0.25,6,2,1,7.1,106,0
M000560,Europe,3,2,mobile_only,1,40.7,12,8,4,0.667,8,7,6,31.5,58,0
M000561,Latin America,3,0,web_only,1,61.0,9,7,2,0.778,13,5,7,0.7,34,0
M000562,North America,2,0,multi_device,3,22.1,8,4,4,0.5,3,4,7,0.9,51,0
M000563,North America,4,2,tv_only,1,12.5,11,7,4,0.636,19,4,8,14.2,37,0
M000564,North America,1,0,multi_device,2,70.2,13,7,6,0.538,30,6,5,0.3,33,0
M000565,North America,5,0,mobile_only,1,40.2,14,5,9,0.357,26,7,7,2.3,68,0
M000566,Europe,1,0,mobile_only,1,21.0,13,6,7,0.462,19,5,9,0.4,12,1
M000567,North America,2,0,multi_device,2,24.6,9,7,2,0.778,14,5,7,0.1,43,0
M000568,Europe,2,0,mobile_only,1,18.3,9,1,8,0.111,25,5,5,0.3,19,1
M000569,Asia Pacific,2,0,multi_device,4,46.9,8,5,3,0.625,28,3,5,0.4,18,0
M000570,North America,3,0,mobile_only,1,32.8,10,9,1,0.9,22,3,6,1.2,33,0
M000571,Europe,2,2,multi_device,3,35.6,13,9,4,0.692,9,2,6,13.6,57,0
M000572,Latin America,2,1,tv_only,1,11.7,12,9,3,0.75,2,4,4,26.2,86,0
M000573,North America,3,2,tv_only,1,23.1,12,10,2,0.833,28,2,4,15.0,32,0
M000574,Europe,3,0,multi_device,3,28.7,11,7,4,0.636,27,7,4,1.6,41,0
M000575,Asia Pacific,4,0,web_only,1,6.7,12,6,6,0.5,27,2,5,2.6,22,0
M000576,Asia Pacific,1,1,multi_device,2,32.4,12,4,8,0.333,28,5,7,9.0,75,0
M000577,North America,3,0,web_only,1,26.9,8,5,3,0.625,26,6,10,0.6,50,0
M000578,Asia Pacific,3,1,multi_device,3,44.4,12,8,4,0.667,25,2,5,18.9,120,0
M000579,Europe,2,2,multi_device,4,49.2,14,10,4,0.714,10,2,4,17.1,94,0
M000580,North America,2,1,multi_device,3,80.2,10,6,4,0.6,19,1,8,17.2,59,0
M000581,Europe,2,3,multi_device,4,28.2,13,3,10,0.231,26,5,6,3.7,37,0
M000582,Asia Pacific,1,0,multi_device,3,19.8,7,3,4,0.429,14,7,7,2.8,120,0
M000583,Europe,1,0,multi_device,3,10.3,16,10,6,0.625,26,1,5,0.6,60,0
